house_id,rooms,bathrooms,area_m2,description,image_url,location_id,seller_id
599,3.0,,,"Bonjour, nous disposons à Liberté 6 non loin de la brioche dorée de Sacré Coeur 3 des villas de TF individuel de 90 m2 de 3ch sal sdb Int Ext cuisine habitables à vendre (pas de promesses bancaires) à débattre légèrement",,14,83
600,1.0,1.0,50.0,Mayou immobilier vous propose un joli mini studio très lumineux a louer aux nouvelles au 04 ème étage composé d'une grande pièce (chambre) indépendant fermé une cuisine américaine une grande toilette avec dressing des bâches d'eau .,,22,112
601,3.0,2.0,150.0,"bonjour ,",,119,148
602,6.0,7.0,400.0,"Nous louons une villa située à Sendou, à 5mn de Diamniadio.",,64,148
603,,,,Bonjour,,36,285
604,1.0,1.0,39.0,"Situé à Sacré cœur 3 VDN à côté de l’immeuble MAT FORCE « HYUNDAI VDN » et très proche de Mermoz et de la cité Keur-Gorgui, des centres commerciaux « SEA PLAZA, AUCHAN, EXCLUSIVE VDN, BRIOCHE DORéE, du Centre-ville, des ALMADIES, de l’hôtel TERROUBI, RADISSON BLU, de l’autoroute Dakar AéROPORT INTERNATIONAL BLAISE DIAGNE, Thies, Lac rose, Saly, Saint Louis… Le studio F1 « Bouygues » tout confort de 37 mètres carrés entièrement meublé, autonome, calme, propre, sécurisé 24H/24 et très accessible est composé de : (Voir Photos jointes). * Chambre Salon ouvert climatisé * Télévision + abonnement Canal plus * Douche + eau chaude sanitaire * Cuisine (four, frigo, micro-onde, ustensiles…) * Connexion wifi haut débit * Fer à repasser, Cintres, draps, oreillers et couvertures * Espace de travail pour ordinateur portable * Parking gratuit sur place * Extincteur * Gardiennage assuré 24h/24h * Le nettoyage est assuré tous les jours durant votre séjour sauf les dimanches Nous sommes joignable sur Whatsapp",,29,286
605,2.0,1.0,55.0,"Bonjour!!! Bel Appartement F2 meublé de type 2 pièces ( 1 chambre + 1 Salon avec 1 salle(s) de bain). Pour votre séjour à dakar, Nous louons à sacré-cœur 3 vdn en face de l'hôtel good rade à et Residence Mamoune juste à côté de l'immeuble mat force ""hyundai VDN"" un quartier très accessible, sécurisé, calme et propre, un bel appartement F2 autonome meublé et bien agencé (Une chambre, un salon, une cuisine , salle d'eau et balcon privé). Ce dernier bénéficie d'une proximité aux hôtels radisson blu, terrou bi, des quartiers comme mermoz et la cité keur-gorgui, des centres commerciaux « sea plaza, auchan, exclusive vdn, brioche dorée, du centre-ville, des almadies. Grâce à son bel emplacement, vous disposerez d'un accès facile aux régions voisines (lac rose, de l’autoroute dakar aéroport international blaise diagne, thiès, saly, saint louis...). Le logement de 55 mètres carrés : tout confort entièrement meublé, autonome, calme, propre, sécurisé 24h/24 et très accessible est composé de (voir photos les jointes) * chambres avec salon et salle à manger climatisées * télévision + abonnement canal plus * un lit plus matelas orthopédique de trois places très confortable. * un Dressing * une salle de douche avec eau chaude sanitaire, * une cuisine équipée, tous les ustensiles disponible, grand frigo, cuisinière à four à 4 feux , * micro-onde, * fer à repasser, cintres, draps, oreillers et couvertures *balcon privé avec belle vue sur vdn, mermoz, Keur gorgui… * espace de travail pour ordinateur portable * connexion wifi haut débit et/ou par câble ethernet (sur demande). * parking gratuit sur place * extincteur * gardiennage assuré 24h/24 * le nettoyage est assuré tous les jours durant votre séjour sauf les dimanches * tarif journalier affiché tous frais compris. Pour toutes autres informations contactez moi si vous le souhaitez.",,29,286
606,5.0,,345.0,"Un magnifique duplex de 5 chambres dont 3 chambres avec toilette intérieur. Une chambre présidentielle pour ne pas dire parentale avec son petit salon intérieur, des finitions raffinées, des extérieurs à souhait, deux espaces familiales, une terrasse énorme de plus de 20 m2 et une vue tellement dégagée le tout dans un immeuble neuf avec ascenseur, vidéo surveillance et gardiennage.",,22,113
607,,,300.0,Lots Terrain 300m2 à vendre aux mamelles cité cheikh amar Page Facebook :Habitat square Immobilier,,22,19
608,2.0,2.0,80.0,APPARTEMENT MEUBLÉ ENTIÈREMENT CLIMATISÉE AU 1er ETAGE DE 2 CHAMBRES DONT 1 AVC SDB 1 CUISINE ÉQUIPÉE 1 SALON AVEC BALCON 1 SDE VISITEUR TOUTE LES COMMODITÉS DISPONIBLES .,,22,271
609,,,225.0,Terrain 225m2 bail devant notaire à vendre côté keur yoff Page Facebook :Habitat square Immobilier,,62,19
610,4.0,4.0,236.0,"Nous louons ce penthouse avec grande terrasse de 236grand, salon, cuisine équipée, très accessible. Composition: 4 chambres, placards, 4 salles de bains, WC, cuisine équipée avec fourre . Service de sécurité 24h24 et parking",,36,238
611,2.0,,,"Votre agence keur-immo vous propose à la vente à la Somone . Jolie petite villa sur une terrain d'environ 290m2 situé dans le quartier des aigrettes. Elle se compose d'un salon ,cuisine ,2 chambres et d'une salle d'eau. A l'extérieur vous profiterez de la terrasse et de la piscine.",,37,8
612,7.0,6.0,500.0,Villa à vendre à la cité Djily Mbaye avec accès direct à la mer. 7 chambres 6 salle de bains 2 cuisines 1 garage Superficie : 500m2 Nature: Titre foncier individuel,,98,283
613,,,453.0,UNE VILLA D'UNE GRANDE SUPERFICIE À MERMOZ IDÉALE À TOUT ZONE RÉSIDENTIELLE COMPOSÉE DE 5 CHAMBRES SALON GARAGE COURS AVEC DE TRÈS GRANDE PIÈCES À VENDRE . NATURE : TITRE FONCIER VENTE : DEVANT NOTAIRE,,29,287
614,3.0,,,"Votre agence immobilière Keur-Immo vous propose à la vente à La Somone quartier des aigrettes. Sur un terrain de 800 m2 ,Villa Moderne très bien situé qui se compose d'un salon ,de 3 chambres avec salle d'eau, cuisine ouverte. A l'extérieur belle terrasse couverte , piscine et jardin.",,37,8
615,4.0,2.0,183.0,"Vends une maison R+1 à Rufisque ( cité Yaye Dior), 10 minutes de la sortie Sedima. 183M2 + petit extérieurs/ il y a 1 chambre en bas et 3en haut, 1WC douche en bas/ et 1 WC douche en haut + un WC douche dans une des chambre/ garage Titre foncier/plan cadastral/droits réels à jour. COURTIER S'ABSTENIR MERCI! photos ( datant de janvier 2020)",,42,288
616,6.0,4.0,240.0,"Grande maison de 4 chambres + studio indépendant, avec piscine et magnifique jardin arboré et fleuri sur un terrain de 930 m² Idéalement située sur la Petite Côte, à 5 minutes de la station balnéaire de Saly Portugal et à 250 m de la mer, dans un quartier calme et résidentiel du village de pêcheurs de Ngaparou (tous commerces et 2 centres commerciaux à proximité). Toutes les chambres sont climatisées. Puits, groupe électrogène, onduleur, 2 places de voiture.",,20,94
617,2.0,,150.0,"Située à 30mn du centre ville de Dakar et à 10mn de lac rose, la cité CDC Bambilor vous propose des villas de types f3 sur une superficie de 150m2. Elle compte 2 chambres, salon , toilettes ,cuisine, garage, cours arrière. Possibilité de donner un apport de 30% le reliquat payable sur 36mois sans intérêt. Nb: la remise des clés est possible si le client solde l'intégralité du montant global",,11,64
618,,,1.1,"NGAPAROU Villa située sur le domaine des clous de cocotiers, zone résidentielle non loin de chez Wally Seck chanteur.",,20,245
619,10.0,9.0,303.0,"VITAL IMMO vous propose un R+1 sis aux Maristes, A VENDRE",,88,48
620,4.0,,140.0,"A VENDRE UNE PETITE VILLA D’ANGLE À RÉNOVER OU À DÉMOLIR SUR LA ROUTE A LIBERTÈ 2 , TRÈS ACCESSIBLE ET CALME NB : IDÉAL POUR PROJET IMMOBILIER OU MÊME HABITATION",,60,54
621,,,500.0,Villa à vendre front de terre 500 m2 jardin 6 chambres 2 salons prix 350 millions,,120,30
622,4.0,5.0,600.0,belle villa neuve de 600 m2 construit sur 500 m2 a vendre a Ngaparou. la villa compte un séjour 04 chambres piscine plus le local gardien.,,20,30
623,4.0,,,Villa à vendre clé en mains F5 R+1 à Rufisque dans une résidence sécurisée très accessible À partir de 74 500 000f cfa N'hésitez pas de nous contacter pour des informations suplémentaires,,9,296
624,,,225.0,"Immeuble R+3 à vendre à nord foire dans un quartier résidentiel très accessible sur une surface bâtie de 225m2 terrain habitable, bail individuel prix 180.000.000 Légèrement discutable N'hésitez pas de nous contacter pour des informations suplémentaires",,13,296
625,4.0,3.0,274.0,"On dispose une grande villa d'angle a vendre a liberté 2 titre foncier individuel et idéal pour un projet immobilier ,",,60,24
626,,,140.0,"TRÈS COMMERCIAL SUR LES 2 VOIX FASS: Nous mettons en location un vaste showroom de 140 m2 avec 2 toilettes. . Le modèle de plafond sera au choix du preneur et au frais du propriétaire. Raison pour laquelle nous désirons obtenir un preneur avec de poser le plafonnage pour éviter les modifications. UN GRAND PLATEAU DE BUREAU EST ÉGALEMENT DISPONIBLE AU 1ER ÉTAGE SUR 240 m2 AVEC 2 TOILETTES ,AU MÊME PRIX :1.275.000 FCFA",,63,176
627,,,240.0,"TRÈS COMMERCIAL SUR LES 2 VOIX FASS: Nous mettons en location un vaste plateau de bureau de 240 m2 avec 2 toilettes. Situé au 1er étages avec ascenseur, le plateau peut contenir jusqu’à 7 bureau après cloisonnement ( au frais du preneur) . Le modèle de plafond sera au choix du preneur et au frais du propriétaire. Raison pour laquelle nous désirons obtenir un preneur avec de poser le plafonnage pour éviter les modifications. Un grand SHOWROOM EST ÉGALEMENT DISPONIBLE AU RDC SUR 150 m2 AVEC 2 TOILETTES ,AU MÊME PRIX 1.275.000 FCFA",,63,176
628,3.0,3.0,130.0,EN FACE DES 2 VOIX FASS NON LOIN DE L’OBÉLISQUE R+8 BÂTI SUR 300 m2 Des appartements neuf de 3 chambres salon avec 3 toilettes à 500.000 FCFA et 2 chambres salon avec 3 toilettes a 400.000 FCFA,,63,176
629,2.0,,130.0,ription EN FACE DES 2 VOIX FASS NON LOIN DE L’OBÉLISQUE R+8 BÂTI SUR 300 m2 Des appartements neuf de 2 chambres salon avec 3 toilettes à 400.000 FCFA et 3 chambres salon avec 3 toilettes a 500.000 FCFA,,63,176
630,2.0,3.0,240.0,EN FACE DES 2 VOIX FASS APRÈS LE CASINO SAHM R+7 BÂTI SUR 300 m2 RDC : 1 SHOWROOM DE 140m2 AVEC 2 TOILETTES (1.500.000 FCFA TTC),,63,176
631,2.0,2.0,150.0,Nous mettons en location cette villa moderne entièrement meublé avec des meubles de qualité et de dernière génération . La maison est composé de 2 chambres ayant une salle d’eau dans la chambre parentale et une toilette visiteur et est situé à nord foire non loin du YOUM YOUM . PRIX : 600.000 FCFA PAR MOIS AVEC LES MEUBLES. CONDITIONS 4 MOIS ( 2 mois de caution et 1 mois de loyer d’avance et 1 mois d’agence POSSIBILITÉ D’ACHETER LES MEUBLES À 4 MILLIONS ET LOUER LA MAISON VIDE À 500.000 FCFA .,,13,176
632,,36.0,300.0,"Sur les 2 voix FASS non loin de l’obélisque, nous mettons en location un immeuble entier bâti sur 295 m2 et composé de 8 étages",,63,176
633,2.0,2.0,,Appartement de 2 chambres salon cuisine buanderie 2 toilettes Ascenseur Chauffe eau Wifi IPTV avec 40 000 chaînes Machine à laver.,,10,304
634,3.0,3.0,,Apartement neuf aux almadie 3 chambres salon 3 salles de bain trés lumuneu cuisine équipée,,36,219
635,3.0,3.0,,Apartement aux almadies 3 chambres salon chaque avec sdb toilétte vissiteur térrasse privé dréssing parking,,36,219
636,,,200.0,Terrain 200m2 à vendre almadies Page Facebook :Habitat square Immobilier,,36,19
637,,,,"Situé non loin du Monument de la Renaissance, nous vous proposons un bien rare et bien situé. Des appartements de type F3: 2chambres dont l'une avec une salle de bain, un salon, une toilette visiteur, une cuisine avec placard en finition à louer dans un immeuble neuf disposant de toutes les commodités. Niveau 2ème, 3ème et 4ème étage disponibles",,43,306
638,2.0,2.0,,"Nous louons un appartement dans un immeuble R+5 composé de 2 chambres toutes avec salle de bain, un salon, une cuisine, et une toilette pour visiteurs.",,22,306
639,,,,Nous mettons en location un très joli et grand appartement de type F4 situé au Virage au 3ème étage.,,51,306
640,3.0,3.0,130.0,Nous louons de très bels appartements de types F3 et F4 dans un immeuble neuf R+7. les appartements sont disponibles du 2émé au 7éme étages. Deux appartements (F3 et F4) dans chaque palier.,,63,306
641,,,,"Installée au plein cœur du quartier résidentiel de malika plage en bordures de mer sur la VDN3, la résidence 《kër damel》présente le charme de 07 suites climatisées avec salle d'eau, un salon, une cuisine équipée et chauffe-eau ! Les suites sont spacieuses avec des larges balcons présentant une superbe vue sur mer permettant une ambiance sereine et quiétude.",,3,307
642,,,,Chambres d’hôtes/ bed and breakfast climatisées à louer à partir du prix indiqué/nuitée. Elles sont situées aux mamelles dans une zone calme et accessible à 5 mins du monument de la renaissance et à 20 mins du centre ville. Pour plus d’infos contactez nous au numéro indiqué.,,43,308
643,3.0,,170.0,Un Appartement haut standing de Trois chambres salon à LOUER Résidence ATAYA avec ascenseur,,39,309
644,2.0,3.0,134.0,"Bonjour, Apparemment meublé de type F3 derrière le CM David Diop vers le rond-point JVC. L'appartement dispose de toutes les commodités : Chambres et salon climatisé, 3 toilettes, wifi, canal, ascenseur, parking, gardiennage 24/24 etc. Nb: l'électricité n'est pas prise en charge par la maison.",,46,310
645,8.0,8.0,200.0,"Nous disposons d'une résidence meublée située à Ngor Almadie non loin de la Gendarmerie de Ngor composée de 8 studios tous équipés et climatisés avec 2 grandes cuisines modernes et de 2 terrasses. Chaque studio a une chambre, un salon, une toilette intérieure, table à manger, frigo, télévision, canal, chauffe eau électrique, matériel du petit déjeuner. Chaque studio peut être loué individuellement. Pour vos déplacements en groupe, vos séminaires, sachez que vous avez trouvé le lieu idéal. Possibilité d'un service restauration. Nous mettons à votre disposition une machine à laver pour ceux qui prennent toute la résidence. Le nettoyage est effectué chaque jour avec changement de draps et de serviettes. Gardiennage 24h sur 24 Tarif affiché est celui d'un studio complet",,36,178
